label,message
spam,"Action required immediately. This offer expires soon, so take action now. Offer ends very soon. ."
spam,Exclusive bonus inside. We detected unusual activity and need verification immediately. Last chance.
spam,"Action required immediately. This offer expires soon, so take action now. Do not miss this opportunity. ."
spam,Exclusive bonus inside. You have been selected for a special bonus offer. Offer ends very soon.
spam,Urgent account alert. This is a limited time deal and you should act fast. Offer ends very soon.
spam,Exclusive bonus inside. Your account may be suspended unless you respond now. Limited availability.
ham,Homework question. Let us meet after class to discuss the assignment. Thanks for your help.
ham,Team discussion. The order has been confirmed and details are attached below. Please reply when convenient.
spam,Action required immediately. You have been selected for a special bonus offer. Do not miss this opportunity.
spam,Verify your account today. Please confirm your details to receive your prize. Limited availability.
spam,Action required immediately. Please confirm your details to receive your prize. Limited availability.
ham,Project update. The order has been confirmed and details are attached below. Looking forward to your response.
spam,Special deal for you. This is a limited time deal and you should act fast. Last chance.
spam,Limited time offer. You have been selected for a special bonus offer. Do not miss this opportunity.
ham,Order confirmation. Please confirm your availability for the appointment. Please reply when convenient.
ham,Team discussion. Please confirm your availability for the appointment. I appreciate your time.
spam,Exclusive bonus inside. You have been selected for a special bonus offer. Last chance.
ham,Class notes. Here are the notes for this week and the next steps. I appreciate your time.
ham,Lunch plan. Let us meet after class to discuss the assignment. Please reply when convenient.
spam,Claim your prize now. Your account may be suspended unless you respond now. Do not miss this opportunity.
ham,Weekly schedule. Here are the notes for this week and the next steps. Please reply when convenient.
ham,Team discussion. Let us meet after class to discuss the assignment. Let me know if anything changes.
spam,Free gift waiting. You have been selected for a special bonus offer. Offer ends very soon.
ham,Order confirmation. Please review the file and send your feedback when you are free. Let me know if anything changes.
ham,Class notes. I completed the task and shared the latest version for review. Looking forward to your response.
spam,"Urgent account alert. We detected unusual activity and need verification immediately. No reply is needed, act now. ."
ham,Meeting reminder. I completed the task and shared the latest version for review. I appreciate your time.
ham,Family plan. Can you check this and reply when convenient? Looking forward to your response.
ham,Weekly schedule. Let us meet after class to discuss the assignment. Let me know if anything changes.
ham,Weekly schedule. Can you check this and reply when convenient? Thanks for your help.
spam,Action required immediately. Click the link to claim your reward before it expires. Offer ends very soon.
ham,Lunch plan. The order has been confirmed and details are attached below. Looking forward to your response.
spam,"Urgent account alert. This is a limited time deal and you should act fast. No reply is needed, act now. ."
ham,Appointment follow-up. We need to finalize the timeline before Friday. Let me know if anything changes.
spam,Verify your account today. Please confirm your details to receive your prize. Offer ends very soon.
ham,Order confirmation. Can you check this and reply when convenient? I appreciate your time.
ham,Family plan. Here are the notes for this week and the next steps. Thanks for your help.
ham,Project update. Dinner is planned for Saturday evening at home. Thanks for your help.
